Date, MaxTemperature, MinTemperature, AvgTemperature, AtObsTemperature, Precipitation, HDD, CDD, GDD
2013-12-10, 38, 28, 33.0, 28, 0.00, 32, 0, 0
2013-12-11, 28, 10, 19.0, 20, 0.11, 46, 0, 0
2013-12-12, 24, 11, 17.5, 12, 0.03, 47, 0, 0
2013-12-13, 21, 12, 16.5, 21, T, 48, 0, 0
2013-12-14, 25, 11, 18.0, 11, 0.06, 47, 0, 0
2013-12-15, 25, 11, 18.0, 24, 0.23, 47, 0, 0
2013-12-16, 27, 9, 18.0, 11, 0.02, 47, 0, 0
2013-12-17, 21, -2, 9.5, 14, 0.01, 55, 0, 0
2013-12-18, 24, 14, 19.0, 22, 0.02, 46, 0, 0
2013-12-19, 30, 20, 25.0, 30, T, 40, 0, 0
2013-12-20, 46, 29, 37.5, 46, 0.00, 27, 0, 0
2013-12-21, 52, 41, 46.5, 52, 0.03, 18, 0, 0
2013-12-22, 61, 33, 47.0, 37, 0.38, 18, 0, 0
2013-12-23, 64, 37, 50.5, 40, 0.06, 14, 0, 1
2013-12-24, 41, 23, 32.0, 24, 0.02, 33, 0, 0
2013-12-25, 27, 6, 16.5, 7, 0.06, 48, 0, 0
2013-12-26, 22, 7, 14.5, 22, 0.04, 50, 0, 0
2013-12-27, 32, 22, 27.0, 25, T, 38, 0, 0
2013-12-28, 39, 24, 31.5, 38, 0.00, 33, 0, 0
2013-12-29, 47, 30, 38.5, 39, 0.00, 26, 0, 0
2013-12-30, 42, 19, 30.5, 19, 0.60, 34, 0, 0
2013-12-31, 20, 12, 16.0, 14, 0.01, 49, 0, 0
2014-01-01, 25, 14, 19.5, 16, 0.01, 45, 0, 0
2014-01-02, 20, 12, 16.0, 13, 0.11, 49, 0, 0
2014-01-03, 15, -3, 6.0, 2, 0.40, 59, 0, 0
2014-01-04, 8, -11, -1.5, 8, T, 66, 0, 0
2014-01-05, 25, 8, 16.5, 20, 0.00, 48, 0, 0
2014-01-06, 50, 20, 35.0, 41, 0.14, 30, 0, 0
2014-01-07, 41, -5, 18.0, -4, 0.00, 47, 0, 0
2014-01-08, 4, -5, -0.5, 4, 0.00, 65, 0, 0
2014-01-09, 18, 4, 11.0, 16, T, 54, 0, 0
2014-01-10, 27, 15, 21.0, 26, 0.08, 44, 0, 0
2014-01-11, 46, 26, 36.0, 46, 0.02, 29, 0, 0
2014-01-12, 50, 34, 42.0, 34, 0.34, 23, 0, 0
2014-01-13, 35, 25, 30.0, 35, 0.00, 35, 0, 0
2014-01-14, 50, 35, 42.5, 41, 0.07, 22, 0, 0
2014-01-15, 42, 28, 35.0, 33, 0.10, 30, 0, 0
2014-01-16, 43, 25, 34.0, 25, T, 31, 0, 0
2014-01-17, 33, 23, 28.0, 29, 0.00, 37, 0, 0
2014-01-18, 38, 24, 31.0, 24, 0.15, 34, 0, 0
2014-01-19, 24, 13, 18.5, 15, 0.06, 46, 0, 0
2014-01-20, 31, 15, 23.0, 31, T, 42, 0, 0
2014-01-21, 31, 5, 18.0, 5, 0.07, 47, 0, 0
2014-01-22, 7, -13, -3.0, -9, T, 68, 0, 0
2014-01-23, 2, -9, -3.5, -1, 0.03, 68, 0, 0
2014-01-24, 13, -2, 5.5, -1, T, 59, 0, 0
2014-01-25, 16, -5, 5.5, 15, 0.00, 59, 0, 0
2014-01-26, 24, 1, 12.5, 4, 0.05, 52, 0, 0
2014-01-27, 35, 3, 19.0, 29, T, 46, 0, 0
2014-01-28, 29, -3, 13.0, -2, T, 52, 0, 0
2014-01-29, 10, -10, 0.0, -4, 0.00, 65, 0, 0
2014-01-30, 16, -8, 4.0, 5, 0.00, 61, 0, 0
2014-01-31, 26, 5, 15.5, 25, 0.00, 49, 0, 0
2014-02-01, 34, 20, 27.0, 30, 0.00, 38, 0, 0
2014-02-02, 40, 30, 35.0, 33, 0.01, 30, 0, 0
2014-02-03, 33, 22, 27.5, 23, 0.04, 37, 0, 0
2014-02-04, 25, 9, 17.0, 12, T, 48, 0, 0
2014-02-05, 25, 12, 18.5, 22, 0.34, 46, 0, 0
2014-02-06, 25, 4, 14.5, 6, 0.23, 50, 0, 0
2014-02-07, 21, 2, 11.5, 8, T, 53, 0, 0
2014-02-08, 23, -13, 5.0, -9, 0.00, 60, 0, 0
2014-02-09, 20, -9, 5.5, -1, T, 59, 0, 0
2014-02-10, 18, -1, 8.5, 13, 0.09, 56, 0, 0
2014-02-11, 21, -4, 8.5, 9, T, 56, 0, 0
2014-02-12, 16, -11, 2.5, -8, 0.00, 62, 0, 0
2014-02-13, 22, -8, 7.0, 18, 0.00, 58, 0, 0
2014-02-14, 22, 18, 20.0, 21, 0.50, 45, 0, 0
2014-02-15, 31, 21, 26.0, 24, 0.04, 39, 0, 0
2014-02-16, 27, 9, 18.0, 9, 0.04, 47, 0, 0
2014-02-17, 16, -12, 2.0, -5, 0.07, 63, 0, 0
2014-02-18, 26, -7, 9.5, 24, T, 55, 0, 0
2014-02-19, 33, 17, 25.0, 32, 0.01, 40, 0, 0
2014-02-20, 41, 18, 29.5, 20, T, 35, 0, 0
2014-02-21, 44, 20, 32.0, 44, 0.31, 33, 0, 0
2014-02-22, 46, 33, 39.5, 35, 0.26, 25, 0, 0
2014-02-23, 46, 31, 38.5, 36, 0.00, 26, 0, 0
2014-02-24, 45, 20, 32.5, 21, 0.00, 32, 0, 0
2014-02-25, 25, 15, 20.0, 16, 0.02, 45, 0, 0
2014-02-26, 20, 10, 15.0, 10, 0.01, 50, 0, 0
2014-02-27, 15, 2, 8.5, 13, 0.00, 56, 0, 0
2014-02-28, 20, 1, 10.5, 3, T, 54, 0, 0
2014-03-01, 18, 3, 10.5, 18, 0.00, 54, 0, 0
2014-03-02, 33, 14, 23.5, 15, 0.07, 41, 0, 0
2014-03-03, 18, 5, 11.5, 6, 0.02, 53, 0, 0
2014-03-04, 11, -11, 0.0, -0, T, 65, 0, 0
2014-03-05, 21, -0, 10.5, 17, 0.00, 54, 0, 0
2014-03-06, 21, -12, 4.5, -1, T, 60, 0, 0
2014-03-07, 29, -1, 14.0, 21, 0.00, 51, 0, 0
2014-03-08, 42, 21, 31.5, 27, 0.00, 33, 0, 0
2014-03-09, 40, 20, 30.0, 21, 0.02, 35, 0, 0
2014-03-10, 35, 21, 28.0, 34, 0.00, 37, 0, 0
2014-03-11, 50, 33, 41.5, 40, 0.00, 23, 0, 0
2014-03-12, 53, 35, 44.0, 35, 0.20, 21, 0, 0
2014-03-13, 35, 6, 20.5, 7, 1.14, 44, 0, 0
2014-03-14, 18, 4, 11.0, 18, T, 54, 0, 0
2014-03-15, 47, 18, 32.5, 40, 0.03, 32, 0, 0
2014-03-16, 43, 16, 29.5, 16, T, 35, 0, 0
2014-03-17, 19, 9, 14.0, 10, 0.00, 51, 0, 0
2014-03-18, 29, 10, 19.5, 24, 0.00, 45, 0, 0
2014-03-19, 44, 24, 34.0, 34, 0.00, 31, 0, 0
2014-03-20, 43, 34, 38.5, 37, 0.02, 26, 0, 0
2014-03-21, 40, 28, 34.0, 29, T, 31, 0, 0
2014-03-22, 38, 22, 30.0, 38, 0.00, 35, 0, 0
2014-03-23, 46, 22, 34.0, 22, T, 31, 0, 0
2014-03-24, 25, 12, 18.5, 13, 0.07, 46, 0, 0
2014-03-25, 23, 8, 15.5, 16, T, 49, 0, 0
2014-03-26, 36, 16, 26.0, 16, 0.03, 39, 0, 0
2014-03-27, 21, 7, 14.0, 14, 0.00, 51, 0, 0
2014-03-28, 42, 14, 28.0, 38, 0.09, 37, 0, 0
2014-03-29, 54, 33, 43.5, 34, 0.02, 21, 0, 0
2014-03-30, 44, 29, 36.5, 29, 1.33, 28, 0, 0
2014-03-31, 31, 29, 30.0, 30, T, 35, 0, 0
2014-04-01, 42, 23, 32.5, 23, 0.00, 32, 0, 0
2014-04-02, 58, 23, 40.5, 34, 0.00, 24, 0, 0
2014-04-03, 55, 23, 39.0, 25, 0.00, 26, 0, 0
2014-04-04, 45, 24, 34.5, 40, 0.04, 30, 0, 0
2014-04-05, 47, 36, 41.5, 36, 0.11, 23, 0, 0
2014-04-06, 37, 21, 29.0, 26, 0.00, 36, 0, 0
2014-04-07, 52, 26, 39.0, 37, 0.00, 26, 0, 0
2014-04-08, 50, 37, 43.5, 50, 0.51, 21, 0, 0
2014-04-09, 52, 28, 40.0, 35, 0.01, 25, 0, 0
2014-04-10, 45, 26, 35.5, 43, 0.00, 29, 0, 0
2014-04-11, 66, 33, 49.5, 39, 0.04, 15, 0, 0
2014-04-12, 53, 30, 41.5, 39, 0.07, 23, 0, 0
2014-04-13, 62, 39, 50.5, 61, 0.00, 14, 0, 1
2014-04-14, 80, 61, 70.5, 65, 0.00, 0, 6, 21
2014-04-15, 76, 57, 66.5, 60, 0.22, 0, 2, 17
2014-04-16, 60, 21, 40.5, 23, 0.67, 24, 0, 0
2014-04-17, 36, 22, 29.0, 28, 0.00, 36, 0, 0
2014-04-18, 53, 28, 40.5, 36, 0.00, 24, 0, 0
2014-04-19, 58, 36, 47.0, 37, T, 18, 0, 0
2014-04-20, 51, 25, 38.0, 51, 0.00, 27, 0, 0
2014-04-21, 67, 32, 49.5, 39, 0.00, 15, 0, 0
2014-04-22, 73, 39, 56.0, 56, 0.00, 9, 0, 6
2014-04-23, 59, 37, 48.0, 37, 0.24, 17, 0, 0
2014-04-24, 39, 31, 35.0, 35, 0.16, 30, 0, 0
2014-04-25, 49, 28, 38.5, 35, 0.00, 26, 0, 0
2014-04-26, 63, 35, 49.0, 45, 0.17, 16, 0, 0
2014-04-27, 55, 38, 46.5, 38, 0.05, 18, 0, 0
2014-04-28, 48, 27, 37.5, 38, 0.00, 27, 0, 0
2014-04-29, 59, 38, 48.5, 50, 0.00, 16, 0, 0
2014-04-30, 50, 40, 45.0, 42, 0.15, 20, 0, 0
2014-05-01, 56, 42, 49.0, 56, 0.24, 16, 0, 0
2014-05-02, 64, 40, 52.0, 45, 0.24, 13, 0, 2
2014-05-03, 56, 45, 50.5, 48, 0.00, 14, 0, 1
2014-05-04, 58, 39, 48.5, 44, 0.14, 16, 0, 0
2014-05-05, 54, 38, 46.0, 43, 0.00, 19, 0, 0
2014-05-06, 55, 39, 47.0, 44, 0.00, 18, 0, 0
2014-05-07, 57, 31, 44.0, 35, 0.00, 21, 0, 0
2014-05-08, 66, 35, 50.5, 54, 0.05, 14, 0, 1
2014-05-09, 76, 54, 65.0, 61, 0.46, 0, 0, 15
2014-05-10, 82, 60, 71.0, 67, 0.22, 0, 6, 21
2014-05-11, 75, 41, 58.0, 46, 0.00, 7, 0, 8
2014-05-12, 74, 45, 59.5, 49, 0.00, 5, 0, 10
2014-05-13, 80, 49, 64.5, 61, 0.00, 0, 0, 15
2014-05-14, 84, 54, 69.0, 55, 0.59, 0, 4, 19
2014-05-15, 81, 55, 68.0, 65, 0.00, 0, 3, 18
2014-05-16, 78, 48, 63.0, 48, 0.70, 2, 0, 13
2014-05-17, 53, 42, 47.5, 43, 1.27, 17, 0, 0
2014-05-18, 55, 40, 47.5, 43, 0.03, 17, 0, 0
2014-05-19, 58, 33, 45.5, 38, 0.01, 19, 0, 0
2014-05-20, 65, 38, 51.5, 44, 0.02, 13, 0, 2
2014-05-21, 71, 44, 57.5, 57, T, 7, 0, 8
2014-05-22, 65, 56, 60.5, 57, 0.22, 4, 0, 11
2014-05-23, 74, 52, 63.0, 53, 0.01, 2, 0, 13
2014-05-24, 57, 51, 54.0, 54, T, 11, 0, 4
2014-05-25, 69, 43, 56.0, 46, T, 9, 0, 6
2014-05-26, 74, 43, 58.5, 57, 0.00, 6, 0, 9
2014-05-27, 82, 57, 69.5, 61, 0.00, 0, 5, 20
2014-05-28, 82, 54, 68.0, 54, 0.23, 0, 3, 18
2014-05-29, 59, 51, 55.0, 52, 0.01, 10, 0, 5
2014-05-30, 59, 44, 51.5, 51, 0.00, 13, 0, 2
2014-05-31, 72, 41, 56.5, 45, 0.00, 8, 0, 7
2014-06-01, 70, 42, 56.0, 51, 0.00, 9, 0, 6
2014-06-02, 77, 51, 64.0, 60, 0.00, 1, 0, 14
2014-06-03, 85, 60, 72.5, 69, 0.01, 0, 8, 23
2014-06-04, 82, 47, 64.5, 58, 0.08, 0, 0, 15
2014-06-05, 72, 50, 61.0, 57, T, 4, 0, 11
2014-06-06, 65, 52, 58.5, 54, 0.00, 6, 0, 9
2014-06-07, 70, 45, 57.5, 48, 0.00, 7, 0, 8
2014-06-08, 78, 47, 62.5, 52, 0.00, 2, 0, 13
2014-06-09, 81, 52, 66.5, 63, 2.16, 0, 2, 17
2014-06-10, 66, 62, 64.0, 65, 0.01, 1, 0, 14
2014-06-11, 77, 64, 70.5, 67, 0.16, 0, 6, 21
2014-06-12, 69, 61, 65.0, 64, T, 0, 0, 15
2014-06-13, 68, 64, 66.0, 66, 0.58, 0, 1, 16
2014-06-14, 81, 50, 65.5, 51, 0.28, 0, 1, 16
2014-06-15, 58, 51, 54.5, 54, 0.00, 10, 0, 5
2014-06-16, 70, 47, 58.5, 63, 0.00, 6, 0, 9
2014-06-17, 83, 58, 70.5, 64, T, 0, 6, 21
2014-06-18, 86, 64, 75.0, 66, 0.60, 0, 10, 25
2014-06-19, 76, 62, 69.0, 63, 0.10, 0, 4, 19
2014-06-20, 73, 42, 57.5, 53, 0.00, 7, 0, 8
2014-06-21, 69, 42, 55.5, 52, 0.00, 9, 0, 6
2014-06-22, 74, 44, 59.0, 49, 0.00, 6, 0, 9
2014-06-23, 76, 48, 62.0, 64, 0.00, 3, 0, 12
2014-06-24, 79, 64, 71.5, 67, 0.00, 0, 7, 22
2014-06-25, 80, 67, 73.5, 69, 0.36, 0, 9, 24
2014-06-26, 75, 63, 69.0, 63, 0.80, 0, 4, 19
2014-06-27, 77, 54, 65.5, 61, 0.00, 0, 1, 16
2014-06-28, 83, 57, 70.0, 67, 0.00, 0, 5, 20
2014-06-29, 83, 62, 72.5, 71, 0.00, 0, 8, 23
2014-06-30, 84, 66, 75.0, 70, T, 0, 10, 25
2014-07-01, 85, 70, 77.5, 75, 0.00, 0, 13, 28
2014-07-02, 89, 70, 79.5, 78, 0.01, 0, 15, 30
2014-07-03, 87, 63, 75.0, 68, 0.06, 0, 10, 25
2014-07-04, 83, 57, 70.0, 58, 1.42, 0, 5, 20
2014-07-05, 68, 47, 57.5, 59, 0.00, 7, 0, 8
2014-07-06, 76, 48, 62.0, 61, 0.00, 3, 0, 12
2014-07-07, 80, 59, 69.5, 67, 0.00, 0, 5, 20
2014-07-08, 79, 64, 71.5, 71, 0.29, 0, 7, 22
2014-07-09, 82, 57, 69.5, 69, 0.63, 0, 5, 20
2014-07-10, 77, 53, 65.0, 61, 0.06, 0, 0, 15
2014-07-11, 73, 50, 61.5, 61, 0.00, 3, 0, 12
2014-07-12, 80, 58, 69.0, 69, 0.00, 0, 4, 19
2014-07-13, 85, 66, 75.5, 71, 0.00, 0, 11, 26
2014-07-14, 77, 63, 70.0, 71, 0.47, 0, 5, 20
2014-07-15, 81, 65, 73.0, 68, 0.00, 0, 8, 23
2014-07-16, 78, 53, 65.5, 62, 0.16, 0, 1, 16
2014-07-17, 72, 51, 61.5, 57, 0.00, 3, 0, 12
2014-07-18, 69, 48, 58.5, 56, 0.02, 6, 0, 9
2014-07-19, 78, 53, 65.5, 58, 0.00, 0, 1, 16
2014-07-20, 77, 58, 67.5, 61, 0.00, 0, 3, 18
2014-07-21, 79, 61, 70.0, 68, 0.00, 0, 5, 20
2014-07-22, 82, 65, 73.5, 72, 0.00, 0, 9, 24
2014-07-23, 85, 70, 77.5, 75, 0.00, 0, 13, 28
2014-07-24, 87, 59, 73.0, 61, 0.26, 0, 8, 23
2014-07-25, 68, 45, 56.5, 53, 0.00, 8, 0, 7
2014-07-26, 78, 51, 64.5, 57, 0.00, 0, 0, 15
2014-07-27, 79, 57, 68.0, 72, 0.00, 0, 3, 18
2014-07-28, 84, 62, 73.0, 66, 0.25, 0, 8, 23
2014-07-29, 71, 50, 60.5, 57, 0.17, 4, 0, 11
2014-07-30, 66, 47, 56.5, 56, 0.00, 8, 0, 7
2014-07-31, 72, 54, 63.0, 58, 0.05, 2, 0, 13
2014-08-01, 73, 53, 63.0, 65, 0.12, 2, 0, 13
2014-08-02, 81, 62, 71.5, 66, 0.00, 0, 7, 22
2014-08-03, 81, 58, 69.5, 64, 0.00, 0, 5, 20
2014-08-04, 77, 60, 68.5, 62, 2.14, 0, 4, 19
2014-08-05, 80, 57, 68.5, 63, 0.00, 0, 4, 19
2014-08-06, 79, 59, 69.0, 62, 0.40, 0, 4, 19
2014-08-07, 74, 49, 61.5, 57, 0.00, 3, 0, 12
2014-08-08, 73, 48, 60.5, 54, 0.00, 4, 0, 11
2014-08-09, 75, 47, 61.0, 53, 0.00, 4, 0, 11
2014-08-10, 80, 49, 64.5, 55, 0.00, 0, 0, 15
2014-08-11, 82, 54, 68.0, 67, 0.00, 0, 3, 18
2014-08-12, 80, 62, 71.0, 63, 0.22, 0, 6, 21
2014-08-13, 70, 62, 66.0, 64, 1.28, 0, 1, 16
2014-08-14, 73, 47, 60.0, 48, 0.02, 5, 0, 10
2014-08-15, 68, 48, 58.0, 54, 0.00, 7, 0, 8
2014-08-16, 66, 47, 56.5, 50, 0.00, 8, 0, 7
2014-08-17, 70, 49, 59.5, 60, 0.07, 5, 0, 10
2014-08-18, 70, 52, 61.0, 56, 0.00, 4, 0, 11
2014-08-19, 70, 45, 57.5, 47, 0.00, 7, 0, 8
2014-08-20, 78, 47, 62.5, 65, 0.00, 2, 0, 13
2014-08-21, 78, 64, 71.0, 66, 0.78, 0, 6, 21
2014-08-22, 78, 60, 69.0, 62, 0.93, 0, 4, 19
2014-08-23, 78, 62, 70.0, 63, 0.09, 0, 5, 20
2014-08-24, 67, 54, 60.5, 57, 0.00, 4, 0, 11
2014-08-25, 79, 51, 65.0, 54, 0.00, 0, 0, 15
2014-08-26, 79, 51, 65.0, 53, 0.00, 0, 0, 15
2014-08-27, 83, 53, 68.0, 65, 0.00, 0, 3, 18
2014-08-28, 77, 53, 65.0, 58, 0.00, 0, 0, 15
2014-08-29, 67, 45, 56.0, 47, 0.00, 9, 0, 6
2014-08-30, 75, 47, 61.0, 59, 0.00, 4, 0, 11
2014-08-31, 78, 59, 68.5, 68, T, 0, 4, 19
2014-09-01, 76, 59, 67.5, 62, 0.32, 0, 3, 18
2014-09-02, 81, 62, 71.5, 71, 0.00, 0, 7, 22
2014-09-03, 85, 61, 73.0, 61, 0.78, 0, 8, 23
2014-09-04, 78, 55, 66.5, 63, 0.00, 0, 2, 17
2014-09-05, 83, 63, 73.0, 69, 0.00, 0, 8, 23
2014-09-06, 86, 67, 76.5, 70, 0.00, 0, 12, 27
2014-09-07, 74, 49, 61.5, 57, 0.06, 3, 0, 12
2014-09-08, 70, 42, 56.0, 46, 0.00, 9, 0, 6
2014-09-09, 74, 46, 60.0, 57, 0.00, 5, 0, 10
2014-09-10, 70, 57, 63.5, 61, 0.00, 1, 0, 14
2014-09-11, 73, 61, 67.0, 67, 0.02, 0, 2, 17
2014-09-12, 72, 49, 60.5, 49, 0.02, 4, 0, 11
2014-09-13, 55, 39, 47.0, 49, 0.01, 18, 0, 0
2014-09-14, 64, 44, 54.0, 46, 0.19, 11, 0, 4
2014-09-15, 59, 46, 52.5, 48, 0.00, 12, 0, 3
2014-09-16, 67, 48, 57.5, 53, 0.36, 7, 0, 8
2014-09-17, 63, 40, 51.5, 43, 0.00, 13, 0, 2
2014-09-18, 65, 41, 53.0, 47, 0.00, 12, 0, 3
2014-09-19, 64, 32, 48.0, 35, 0.00, 17, 0, 0
2014-09-20, 62, 35, 48.5, 59, 0.00, 16, 0, 0
2014-09-21, 70, 58, 64.0, 62, 0.00, 1, 0, 14
2014-09-22, 77, 48, 62.5, 48, 0.43, 2, 0, 13
2014-09-23, 53, 38, 45.5, 45, 0.02, 19, 0, 0
2014-09-24, 68, 41, 54.5, 46, 0.00, 10, 0, 5
2014-09-25, 72, 44, 58.0, 45, 0.00, 7, 0, 8
2014-09-26, 67, 42, 54.5, 43, 0.00, 10, 0, 5
2014-09-27, 71, 43, 57.0, 46, 0.00, 8, 0, 7
2014-09-28, 76, 46, 61.0, 50, 0.00, 4, 0, 11
2014-09-29, 80, 50, 65.0, 52, 0.00, 0, 0, 15
2014-09-30, 76, 52, 64.0, 55, 0.00, 1, 0, 14
2014-10-01, 76, 51, 63.5, 52, 0.13, 1, 0, 14
2014-10-02, 70, 47, 58.5, 55, T, 6, 0, 9
2014-10-03, 71, 53, 62.0, 56, 0.00, 3, 0, 12
2014-10-04, 70, 56, 63.0, 57, 0.13, 2, 0, 13
2014-10-05, 58, 31, 44.5, 38, 0.11, 20, 0, 0
2014-10-06, 54, 37, 45.5, 44, 0.00, 19, 0, 0
2014-10-07, 65, 44, 54.5, 56, 0.00, 10, 0, 5
2014-10-08, 66, 53, 59.5, 53, 0.13, 5, 0, 10
2014-10-09, 64, 40, 52.0, 45, 0.00, 13, 0, 2
2014-10-10, 61, 33, 47.0, 33, 0.00, 18, 0, 0
2014-10-11, 57, 33, 45.0, 40, 0.00, 20, 0, 0
2014-10-12, 55, 28, 41.5, 30, 0.00, 23, 0, 0
2014-10-13, 59, 30, 44.5, 52, 0.00, 20, 0, 0
2014-10-14, 64, 52, 58.0, 63, T, 7, 0, 8
2014-10-15, 77, 63, 70.0, 66, 0.01, 0, 5, 20
2014-10-16, 68, 59, 63.5, 61, 1.50, 1, 0, 14
2014-10-17, 70, 49, 59.5, 51, 0.01, 5, 0, 10
2014-10-18, 65, 51, 58.0, 53, 0.17, 7, 0, 8
2014-10-19, 54, 36, 45.0, 37, 0.45, 20, 0, 0
2014-10-20, 42, 29, 35.5, 34, 0.00, 29, 0, 0
2014-10-21, 51, 34, 42.5, 48, 0.06, 22, 0, 0
2014-10-22, 54, 45, 49.5, 45, 0.01, 15, 0, 0
2014-10-23, 48, 43, 45.5, 43, 0.01, 19, 0, 0
2014-10-24, 49, 43, 46.0, 46, 0.01, 19, 0, 0
2014-10-25, 57, 34, 45.5, 38, 0.00, 19, 0, 0
2014-10-26, 65, 38, 51.5, 46, 0.20, 13, 0, 2
2014-10-27, 51, 40, 45.5, 41, 0.01, 19, 0, 0
2014-10-28, 58, 41, 49.5, 54, 0.00, 15, 0, 0
2014-10-29, 75, 51, 63.0, 52, 0.06, 2, 0, 13
2014-10-30, 53, 41, 47.0, 43, 0.00, 18, 0, 0
2014-10-31, 46, 30, 38.0, 31, 0.00, 27, 0, 0
2014-11-01, 48, 31, 39.5, 39, 0.00, 25, 0, 0
2014-11-02, 39, 33, 36.0, 34, 0.03, 29, 0, 0
2014-11-03, 41, 25, 33.0, 41, 0.01, 32, 0, 0
2014-11-04, 57, 40, 48.5, 54, 0.00, 16, 0, 0
2014-11-05, 62, 49, 55.5, 49, 0.00, 9, 0, 6
2014-11-06, 57, 32, 44.5, 43, 0.00, 20, 0, 0
2014-11-07, 48, 37, 42.5, 37, 0.43, 22, 0, 0
2014-11-08, 37, 29, 33.0, 30, 0.46, 32, 0, 0
2014-11-09, 42, 30, 36.0, 39, 0.00, 29, 0, 0
2014-11-10, 46, 35, 40.5, 42, 0.00, 24, 0, 0
2014-11-11, 58, 42, 50.0, 46, 0.00, 15, 0, 0
2014-11-12, 63, 46, 54.5, 47, 0.00, 10, 0, 5
2014-11-13, 47, 33, 40.0, 33, 0.04, 25, 0, 0
2014-11-14, 35, 14, 24.5, 19, 0.11, 40, 0, 0
2014-11-15, 33, 19, 26.0, 26, 0.04, 39, 0, 0
2014-11-16, 36, 26, 31.0, 30, 0.00, 34, 0, 0
2014-11-17, 36, 30, 33.0, 34, 0.11, 32, 0, 0
2014-11-18, 37, 17, 27.0, 18, 0.34, 38, 0, 0
2014-11-19, 23, 13, 18.0, 15, 0.00, 47, 0, 0
2014-11-20, 29, 14, 21.5, 29, 0.00, 43, 0, 0
2014-11-21, 31, 17, 24.0, 20, T, 41, 0, 0
2014-11-22, 28, 13, 20.5, 22, 0.00, 44, 0, 0
2014-11-23, 47, 22, 34.5, 45, 0.00, 30, 0, 0
2014-11-24, 58, 43, 50.5, 58, 0.25, 14, 0, 1
2014-11-25, 67, 41, 54.0, 41, 0.00, 11, 0, 4
2014-11-26, 49, 31, 40.0, 32, 0.00, 25, 0, 0
2014-11-27, 33, 26, 29.5, 27, 0.40, 35, 0, 0
2014-11-28, 29, 21, 25.0, 22, 0.14, 40, 0, 0
2014-11-29, 26, 12, 19.0, 19, 0.00, 46, 0, 0
2014-11-30, 37, 19, 28.0, 37, 0.00, 37, 0, 0
2014-12-01, 53, 37, 45.0, 41, T, 20, 0, 0
2014-12-02, 41, 19, 30.0, 20, 0.00, 35, 0, 0
2014-12-03, 40, 20, 30.0, 39, 0.08, 35, 0, 0
2014-12-04, 41, 27, 34.0, 27, 0.02, 31, 0, 0
2014-12-05, 33, 16, 24.5, 25, 0.00, 40, 0, 0
2014-12-06, 36, 25, 30.5, 35, 0.54, 34, 0, 0
2014-12-07, 37, 22, 29.5, 23, 0.37, 35, 0, 0
2014-12-08, 29, 16, 22.5, 20, 0.00, 42, 0, 0
2014-12-09, 30, 20, 25.0, 30, 0.00, 40, 0, 0
2014-12-10, 35, 29, 32.0, 29, 0.12, 33, 0, 0
2014-12-11, 29, 22, 25.5, 23, 0.46, 39, 0, 0
2014-12-12, 25, 23, 24.0, 24, T, 41, 0, 0
2014-12-13, 30, 24, 27.0, 30, 0.10, 38, 0, 0
2014-12-14, 32, 29, 30.5, 32, 0.05, 34, 0, 0
2014-12-15, 36, 32, 34.0, 33, 0.06, 31, 0, 0
2014-12-16, 36, 32, 34.0, 36, T, 31, 0, 0
2014-12-17, 42, 36, 39.0, 37, 0.04, 26, 0, 0
2014-12-18, 40, 29, 34.5, 30, 0.05, 30, 0, 0
2014-12-19, 31, 23, 27.0, 23, 0.05, 38, 0, 0
2014-12-20, 26, 22, 24.0, 26, T, 41, 0, 0
2014-12-21, 27, 25, 26.0, 26, 0.00, 39, 0, 0
2014-12-22, 32, 26, 29.0, 29, 0.00, 36, 0, 0
2014-12-23, 39, 29, 34.0, 39, 0.04, 31, 0, 0
2014-12-24, 46, 39, 42.5, 45, 0.07, 22, 0, 0
2014-12-25, 57, 41, 49.0, 42, 0.06, 16, 0, 0
2014-12-26, 42, 36, 39.0, 37, T, 26, 0, 0
2014-12-27, 46, 29, 37.5, 38, 0.00, 27, 0, 0
2014-12-28, 52, 38, 45.0, 40, 0.16, 20, 0, 0
2014-12-29, 40, 27, 33.5, 28, 0.00, 31, 0, 0
2014-12-30, 31, 20, 25.5, 20, 0.05, 39, 0, 0
2014-12-31, 22, 16, 19.0, 16, 0.04, 46, 0, 0
2015-01-01, 22, 16, 19.0, 20, 0.00, 46, 0, 0
2015-01-02, 33, 20, 26.5, 30, T, 38, 0, 0
2015-01-03, 30, 19, 24.5, 24, 0.01, 40, 0, 0
2015-01-04, 44, 24, 34.0, 43, 0.23, 31, 0, 0
2015-01-05, 54, 20, 37.0, 21, 0.05, 28, 0, 0
2015-01-06, 21, 9, 15.0, 11, T, 50, 0, 0
2015-01-07, 15, 7, 11.0, 13, 0.03, 54, 0, 0
2015-01-08, 13, -3, 5.0, 4, T, 60, 0, 0
2015-01-09, 16, 3, 9.5, 16, 0.02, 55, 0, 0
2015-01-10, 24, 4, 14.0, 4, 0.01, 51, 0, 0
2015-01-11, 17, 4, 10.5, 16, 0.00, 54, 0, 0
2015-01-12, 32, 16, 24.0, 28, 0.05, 41, 0, 0
2015-01-13, 33, 1, 17.0, 1, 0.12, 48, 0, 0
2015-01-14, 7, -15, -4.0, -10, 0.00, 69, 0, 0
2015-01-15, 23, -10, 6.5, 6, T, 58, 0, 0
